Id,Price
676,228620.7055482234
6185,299974.911833056
7730,176277.725149391
2573,182115.0923237851
10978,205883.2988867008
10962,262484.7480393099
8870,186223.13333003942
8496,189100.13690235076
5517,163190.56779139698
927,177657.32309769787
13675,179180.89980451326
1499,223570.110083072
15536,319378.31275161856
8602,365060.0940474684
12137,408011.2433466453
9865,254076.23097562316
16353,270708.4196647264
15908,210777.93885958777
3944,196530.7475373764
10359,193504.65516350634
15158,190104.55829317376
3259,253421.84356793086
7220,320361.9433032163
13843,210609.79191338868
16736,182856.86056398117
702,242024.51116207585
16401,165573.55682807037
12134,182619.08215239458
6918,212327.7616192341
11792,130376.5171075364
3798,183176.19377764262
10395,128465.86952642343
11099,160007.07108764077
7090,208089.9326764092
11260,189223.49938292478
9647,214664.89515480242
2903,367088.5327457802
2071,195920.95925739338
8604,203128.89690076138
9346,203422.10545546387
3945,201491.76210246963
3420,128458.53587084415
10842,127680.02064840375
725,159010.99423335612
13931,191511.64330186122
16330,245472.78697736206
9066,397913.1647355829
3326,313230.153445862
1556,263575.5183195609
6579,99342.16351694935
13877,167522.03858900917
9857,326946.22182842833
7302,250001.97967170415
5684,182387.01334108014
6513,236945.11951365825
11342,113021.82967158734
16561,232112.71850592643
6885,190496.72855764895
9308,167670.13618595267
2559,236186.16484729302
6648,179439.4104883435
15260,165012.85654966795
5113,177482.03633795615
16492,175112.13675817288
12034,271557.09781042533
7248,202880.97292410705
2171,210629.08423648804
10594,156708.00064772597
13241,201582.11836287734
7032,152297.804982025
4884,175617.12175573985
903,206279.21756930466
162,179347.97786854577
6566,280499.26771402993
8249,128894.69476313157
13106,206236.75530444176
256,127616.20079036364
7976,168855.66291762158
8575,170882.45301767823
7591,269540.40410534345
3204,230297.14684997828
15804,184747.13133387768
1525,318664.6288133183
9038,203625.17339108756
13628,187204.38792245684
10016,194169.17054243665
10208,240430.2192155459
2008,193349.79729198653
13029,199334.8501262642
5099,127639.76690420526
9923,313731.6906457969
9461,122965.73124196108
11086,190540.2499664762
15057,272799.9820408537
10689,176728.945385566
2053,212969.0769695476
16630,153034.20622159567
4985,167899.22112317357
13881,293845.9339629766
13225,175112.13675817288
5779,68110.46096634229
10262,183242.08018097468
10762,226354.4660037747
9513,182889.13212283887
11128,179770.07041099624
2074,285222.1986928298
933,175551.14620007266
2780,171391.20598984032
6594,107858.60270762668
15394,325406.75196452567
14863,147754.81258393067
6698,230652.10591294803
1611,263608.2040702248
174,183057.18267775708
5160,299314.96692269476
3295,299094.1149925951
4559,384144.4872879337
8254,174814.67391857662
10228,104451.06625738826
13924,147289.3489349576
15341,246498.88592183508
4353,179473.34652566258
4334,68495.21584470996
1872,164476.63421570061
7823,167742.29581990183
310,143434.7152330625
3704,210806.87003323223
11615,295744.7412698139
6605,204165.027735609
3381,170169.94227202504
2143,143193.67075793826
3191,262412.58134017116
13980,128243.78682087683
15613,163762.65380623162
10943,250726.33582020082
9654,186024.2546434583
16053,451809.4816014678
14931,214849.23613048682
8299,246590.46792001225
2147,177944.81125028204
11567,496849.23081208946
5905,140173.26880582297
11160,115260.92319116044
8275,150470.49696767816
16398,271322.24431448284
11229,195429.80135175626
10309,161318.88786221997
7340,269145.42364581744
7653,174747.0488251235
272,206874.79312825945
9831,226512.17881946536
5016,155506.36165111302
5968,70877.62431580662
796,249486.0350067814
12123,130843.07889620235
16629,171931.1905749036
2637,166522.03762038145
6194,208947.740566424
6216,375669.7564181786
14346,179047.46075039584
6428,146693.17467791328
2891,246820.60266887143
84,171606.335678496
9260,216260.66316550216
15250,137050.75559883282
2348,190793.17347441002
10427,264785.49787420244
13230,220611.212749246
1691,236579.43208134457
8803,128625.7498714488
5464,243550.25923292548
10559,114240.80773438021
16787,312525.9790669208
4278,158076.44870983268
6183,176813.35571244766
12775,171630.02112202332
10104,179542.23644218018
13663,206232.63961477595
9404,277309.2194848856
14724,216883.302611041
10040,185773.52804847338
4646,193125.84246248004
4754,166846.50598457892
3310,215847.8930491427
2003,192701.46708030664
7312,208361.56175910906
10921,225754.3382953794
13419,276878.72228931944
10105,160871.03229525633
2196,420083.13866300357
12659,239838.50546778183
4380,210895.19586466823
10847,154585.48639990628
10805,259150.04602180314
8709,98633.79330522528
8319,179887.6137363593
2215,189705.50033067216
7000,198987.77225417542
7701,104935.6413232141
9678,185209.2698768642
14026,178296.27597877805
7971,175430.83598411205
13734,151081.43446320095
16483,204080.02880461785
6150,209264.47351288606
2931,257405.5962643356
5418,181946.10419250798
1662,440491.66968377354
2441,218331.83575214393
669,132070.04085184133
7734,178658.67452936832
6010,239832.5420060554
266,135812.17887379407
632,140149.97369970212
16221,127877.52070813726
11832,177041.39133870226
5035,131574.14053496876
37,121464.50154543431
6168,185557.9640200924
11757,188530.06558521144
8086,127119.90889668174
6529,236257.25291236705
15121,193044.7191236287
13904,145582.49569655154
3711,170712.68200224
16563,123843.950287909
14494,176015.64609737106
3006,213549.10465620455
15299,109332.67183775995
92,293663.7802144509
8066,156471.00816187172
16071,207399.38988377457
10662,139370.7486502251
3883,239382.333050085
5511,125974.27527338285
2821,285206.97361572296
9570,198130.2193285775
4326,255976.5538049978
9251,228967.79813972805
9031,203655.57775979693
12689,197506.02188587192
16380,256448.40253845273
1053,244585.8800375911
4568,179163.85997624366
16140,113021.82967158734
14356,399958.3428687619
8466,182120.53466029034
15652,143858.29828149787
3285,124817.66710220117
3198,158341.21606908308
14088,410017.66346027644
2268,123840.5380337015
15472,214567.89156784516
1203,204957.15444510762
7157,331814.0713589822
6886,186221.95380935614
5083,242424.1750183525
7467,121183.9349939414
14068,214742.81532777075
2080,183299.546048737
10865,150951.12226262424
13516,176457.2440966092
14150,211646.49732373332
7609,112243.3998713106
2144,401430.5827957256
10357,203420.23085106627
2396,271461.26248792885
1526,419814.7468534003
10890,247617.87302288495
8638,401286.9845294989
6050,239227.16952984585
7639,105539.08645601638
10544,201358.2067671825
9577,248275.7676777224
13195,218830.65020874585
3484,227320.7891641718
16668,471895.0241133903
7171,179515.32789790333
8547,216714.26177465447
12735,223325.9574571738
9093,193313.13798484128
15323,219837.70818893437
14897,153458.842232342
5135,148621.8625555871
5327,241923.82891208626
13133,245927.6628514814
1676,290475.7638968179
16296,272648.52863805357
1095,149725.7413503559
12528,158430.76620166597
7348,269363.17261634377
11663,172629.80528097463
1803,198334.11621912045
1510,241942.78432008042
16045,184706.71509618335
2900,155025.90036894346
3236,176914.14890961937
1318,280088.2840370325
14948,212923.25616722996
7840,296398.985305174
15325,182291.03594789817
8700,155526.17985786212
15706,191445.89606150443
14449,170145.14852645446
16117,177111.56567744195
4529,203932.15648997092
11199,193665.7562171515
4052,336523.4742836688
821,195803.38644852012
68,257253.6932124188
554,125000.08434494397
452,197674.80242014202
11394,262369.6751059538
11393,168034.21571295135
9535,162331.99682167324
4024,181531.33103337872
10069,223293.47332281657
12007,169354.1792712032
12368,408225.7513743338
1259,340713.66395370575
1124,284053.38911238016
3707,190045.17964138254
8767,167187.4006878928
1919,167256.52540695696
16741,165529.460514032
6664,270658.75864519796
5688,392642.27066609287
7799,166903.91636958174
14843,294113.9934564605
7532,156389.54660557685
8133,155507.82823606423
6264,323160.2873785791
4125,166992.63470134835
2410,181753.56499822868
13607,218576.9058809319
1716,268140.8471932091
1370,136123.94904297672
2273,338960.508505461
15298,326358.0853258528
4284,236096.08322521034
12303,149932.03703725207
7808,138156.13310814553
2203,140815.7318236105
7237,126071.18784276274
15864,148693.14740326314
2844,181284.78656526853
5729,163375.54875179098
11812,330255.14332191134
1779,164968.63939598796
6442,151078.03685789384
6160,205473.72821130155
8266,202500.3458911899
9903,155684.5072406208
2867,139828.7914266808
6998,177709.2866478355
13932,170421.44650486152
12587,164335.50175681317
3611,243738.7931609824
2646,285086.73227981443
1890,171099.31736937334
860,249320.94620896748
14187,191063.99077919972
12569,278883.3501060285
1276,85573.04913247135
12025,193157.07086331
4890,317134.2148529015
14410,274659.9973971792
10352,335508.14109398687
11407,204129.5169924299
10384,172678.69879391868
7622,294375.1633206559
12578,167997.50700480235
15820,172843.99783098948
563,196503.23520853894
15226,160982.76657697684
6396,215363.66715572658
6247,145563.58951781556
3339,155822.72569724554
10975,270701.17326653784
7475,103819.28051671266
11129,185387.15736122854
3051,264643.7959293798
10232,230503.07407030306
14106,180059.498282768
5502,207211.07439749816
4558,71607.74098291413
4181,150783.9736564219
8426,127550.49703195019
6611,179186.83754359084
14641,146284.63762545676
15539,268761.05291242246
13119,138675.4364672553
11716,173932.4762072052
7316,240998.47800093397
7791,107878.4449142796
13034,314043.48494758556
1068,235265.64524865936
4060,176980.25296027053
10172,212758.84831426528
2591,198133.51258569828
12494,327442.64561845467
7828,296375.5522717704
15284,175021.74396464677
7947,167452.18603871393
16335,208841.811172828
10234,346802.22024017404
2797,259025.14962725563
5341,251716.7490536932
3059,265572.1543168329
1559,68985.79148430163
15320,268189.9538549534
10284,367957.5407231575
4134,222922.45083104342
4481,218591.96559504702
7222,174779.6974397661
4062,213916.03291586533
2192,218239.82082531694
9637,180702.97187740807
16236,167643.69227779598
4272,157027.63482070903
9406,272403.3011164683
14309,240192.83249523334
1946,296780.34715840337
16235,243950.48918877222
7146,170162.0167035401
16784,244725.30753597897
349,327716.65719145455
6251,176684.8358305911
5128,385816.20569774427
11718,180269.19228378593
16721,89573.86531450819
12517,234346.35253330995
15961,187903.74006824932
9428,163419.50256114145
14541,154379.47102977254
10168,113654.83488440549
11270,164199.1606646661
13210,230148.53722884573
11518,168745.64497278986
12612,178147.98123362515
16352,117413.09909995091
9935,136063.62542623444
15521,247872.928854339
11482,193090.94547331627
11443,174584.03931647763
9459,249060.847212175
9218,171972.89109279274
854,132785.57478060637
5619,138090.5039239224
9208,164208.1603230982
4391,137422.19485774954
15207,167759.26198577313
7183,182827.34418677754
16442,216211.5585821278
7936,88753.90513602519
10606,393131.29632208287
4979,154884.27623595682
4854,275701.85203708377
16476,125444.5056111251
10516,155457.50597254783
16261,271412.7425534869
90,420917.45268991694
5433,175007.54010889758
14338,139925.1276038345
13487,203039.67141151745
8211,462186.4585107642
170,152648.80288205037
14051,104573.6856142069
10686,212787.58262299612
7595,272146.49755717115
6777,428457.45639879256
14661,181755.7061785067
13991,320892.53289135895
16795,177083.10274705308
2740,126422.23875617709
7368,321483.86350833694
2413,248945.16251589436
1852,453708.38367891917
15200,398049.8804186191
8467,336665.878401286
16379,267584.4853154472
3375,183087.85827750142
5945,488721.6362681187
2641,168016.56982213288
2837,330080.61028380296
3498,242636.05206020174
10876,171585.14445517067
1285,202027.91671844904
9285,225952.70647006592
4015,318106.4274436208
2526,178109.20412867633
7814,198921.89027703315
7117,263445.7812388065
12359,133310.45643628816
3303,273030.4352408228
13874,183996.9840598777
5484,172327.57384731554
15067,173034.16829435911
12639,205126.43298982098
3388,239166.5407258206
4256,178113.4774475408
15738,199954.27857581995
14049,188356.70636480593
15780,188392.73881003878
9564,176813.9555715794
11910,203675.42356541276
11315,253876.70416007287
1733,165910.54410006857
3910,331132.06847616535
7552,485749.47100933676
254,208719.7510876273
5222,214778.46045467924
8314,220783.82620323886
16743,155235.9310445345
10335,119956.55222110097
8226,297602.763791897
12254,210358.0737241343
13152,230621.0840748252
15020,197588.5047767842
16349,229367.57471910122
11924,155524.15797659184
12543,180769.89230803476
14114,209560.495302718
12318,261247.7987222895
15383,182980.2031344229
6679,194689.0585012966
635,169669.93820790257
15993,267553.6916725914
11375,203484.2300752693
11216,182181.1690829238
15401,222284.79569474474
11301,147344.56592454665
13804,262206.48375054984
10839,184839.59329344615
1588,319030.15100501326
3596,191516.41665423498
5816,181993.2447581209
8099,145508.92247342935
6551,202519.97052785804
14075,469251.562443565
13431,194837.61544545396
9481,294554.82239663525
5295,172800.039064698
15859,328097.74572272477
10634,302853.01241285406
444,213887.65675450198
11686,253622.10779999447
1213,209538.77498079548
13970,191426.51728914762
6849,453355.7885005625
9911,230572.5911765938
5649,148190.9287168569
7184,238894.67194912053
5877,273768.60227615765
1655,250899.78375496314
15301,217266.5681980379
12389,249362.53196939026
5241,262824.1809722166
7048,164877.22104007524
10574,137160.1686539403
8593,158111.94231572005
4752,177808.27624807405
14663,180230.81649474063
10994,216303.59706490842
87,76154.34416683752
5132,127550.49703195019
6372,421299.19332553423
7411,270431.31035189
3319,235829.25207354815
9355,127575.80436662679
5139,263976.82225065393
56,278218.80289461714
3249,167000.42043837506
5047,80233.88527736967
13238,300922.24593263044
2190,268329.6207882611
15599,174966.83901408224
6542,156162.66876213893
1968,197214.32971462724
5630,226826.97394640875
9157,310733.13123794005
789,192549.24839481388
1413,270566.30830671365
12514,250600.5687798637
13459,144127.74883074994
1345,206556.68534121625
4034,202750.18146299978
15169,154721.8198093587
6770,231073.07292158075
3334,172558.33832189025
12998,162173.6037018403
15870,232739.8159189701
1871,162181.28495398306
5770,149778.6185091181
13196,106726.96613534162
7633,175383.30526782497
10699,196648.46655120005
15470,193182.50906765836
1903,501505.3776674934
13860,194025.56946640962
7649,356112.852095379
11043,251944.814491592
2922,212126.96018247123
7538,293198.9972624078
9477,124817.66710220117
117,520619.1431176421
1457,245353.54927769667
7082,176706.80161808967
3053,251187.46461124916
12522,106864.56026819808
5744,458558.192403561
13566,352383.9276133653
1464,126763.99354423136
3852,119585.35008683577
9557,229588.6868944962
14719,403890.4474725718
13978,123993.89397419413
3286,154659.72413245504
13019,347107.2694584865
1421,151284.57121250266
13502,192093.69757236203
14811,128062.42951938657
9297,289081.2653062231
7749,505818.4832157011
16555,142823.93922038056
14576,191911.9038520604
12766,130557.85404911231
4679,203499.42274881207
10033,185609.811151716
11231,241196.95718129317
15112,164031.737230094
10617,181897.42249623284
2175,170910.43423387373
16502,480435.5976244302
10106,179247.7743696912
12561,162396.77893712773
15907,268973.37341301533
8069,118949.83071571628
8316,127680.02064840375
12343,246187.00001200364
12092,145557.7728577114
1527,166044.46296185468
10010,208072.9080846673
655,117092.89208396665
10549,149205.45913403935
3248,117547.93661839096
13499,282548.12032141973
14959,203931.42828769644
6070,155479.54002376384
11360,249984.0511173075
12102,201812.8335111636
11870,284273.6038755407
3713,121858.93384393251
3230,149629.45243278967
7742,229058.31049497062
15092,327165.69793206366
8728,276616.9086402913
3386,152401.09326978054
9409,148677.22979548204
16545,259387.76060453829
3127,173487.8736176307
11344,174086.3967818302
2112,237680.64108274505
7310,200605.47502011005
6313,224019.7422876515
3681,402984.1387228838
5114,384610.11462125985
270,154787.1366333836
14350,181823.50815070752
12223,335979.31360168016
1066,190779.3353069366
16116,297935.4959074124
11410,485737.72611874924
4088,168663.06439577846
5956,175847.06911493157
14669,168574.50791093343
13871,135556.62084794286
4126,243447.39013348697
12114,204726.4522173181
16607,156066.76644473674
4266,220817.1489146009
13518,196887.88744808696
11856,294889.42223483894
3885,224518.4908262595
8891,131125.28178565693
4964,162495.45266446506
7696,145798.47130991952
6894,132810.9029562596
9766,165277.1854041912
4800,164986.23543086174
2840,198662.1786543952
4743,171706.74737041266
13562,481066.7572433044
8301,204292.9921757276
5405,172438.62124332078
1535,175041.43870808915
9073,127680.02064840375
1698,330302.71791870316
12262,236221.89144795082
6794,178828.27429920132
12701,174660.48151494664
8432,176567.5387384978
13540,139028.8361648438
8629,171947.32438448654
1440,186250.11108698844
8596,198719.28407732202
9575,271839.1710953275
14976,104412.71440829796
3149,204290.25084806606
5157,234669.18639498678
10748,181202.1085526674
9719,333837.3424886129
6376,179220.79198633003
9733,178307.67370084111
4749,233822.0996184388
4994,355246.6174257535
538,181545.42023925055
5512,143577.42643771166
9778,171562.03982465967
9761,121190.9477352357
3174,399552.4112702275
13429,210550.08656224798
10467,72032.4547372597
14129,202171.3709091555
13608,187259.80505953712
11106,148360.1305532715
12048,178272.8488057357
1054,353242.151323504
3582,207149.7996467864
1566,156499.60639638957
11529,143716.1455703649
11859,152725.90898259555
10582,147956.91617645073
14907,477322.5077305806
14039,174412.28362198998
10489,178048.74022741415
3331,315935.30149584566
10153,242953.84367712133
5271,170534.55364399625
11871,380105.4315157879
776,141196.6807947576
3994,152729.33302356818
9433,67650.09325047469
14275,137331.6657792021
8030,268527.72048130835
8169,269254.6978488999
8053,181098.58533580418
4822,241272.43969976806
13197,234308.20016728053
13634,246441.71040701665
8951,191396.6900786466
12176,246599.71201151668
15471,153714.49703759913
14962,108729.82159028569
12512,124963.88117803934
8697,508523.54900761106
7095,234348.90524166886
13639,203523.6553704207
16660,179430.11087590802
5848,146550.8386194651
5386,180832.30922137838
10880,293779.64938249293
3954,178874.20089821066
13426,272564.50782208657
5966,194088.18350519758
16315,278272.35780449247
7455,163686.7139757862
11071,236435.60703068197
14740,211245.1370038237
16087,176633.73984595525
8931,257154.62655338272
15289,170734.19468237396
16089,257931.42697993066
12128,182154.3651048703
4724,233614.6657636782
8585,194122.6960036506
7188,199628.49889363218
5423,168967.0012277499
10488,203038.5650097357
5980,229233.6162029011
8376,237910.06898394894
12397,141914.8472958314
16496,210050.41869003966
4891,245062.75346882988
9710,148974.59903524062
6339,165935.74821691244
244,164439.4594438362
5002,229719.84131888938
5358,179826.61155370466
7636,151946.78734257558
9361,323101.1422064069
3601,126058.21750948142
15755,174007.13908785238
172,182201.15028493226
3037,322509.75429310655
577,253111.4108966766
3607,188531.2793965707
2515,105257.53016204805
10413,156525.37283169833
10511,233636.42036356573
4637,456879.12914496026
12736,265791.6445395185
9534,235398.31206306466
11641,193522.644346614
10419,261735.703790784
15313,190791.8958772243
14915,199823.37673368526
12409,388732.65605609654
9405,127774.65516031662
14066,197173.52011409844
14108,194846.27170701048
11931,231985.75393917703
11464,304818.3654942389
926,154381.0787204421
11190,216319.34688823574
10260,182120.53466029034
12712,203406.9301301253
1234,214509.48762851174
11608,104412.71440829796
3776,256135.48725384765
4881,204439.22973181732
10266,204969.96797666757
3262,252123.92489098973
3576,387341.7992542309
16604,482857.69151999464
8041,203659.68130153365
10691,248352.99920603473
8357,191938.2075235631
11661,157462.2404431272
4453,246928.0197557304
15936,217970.95461774507
8463,245620.16262228883
15770,236975.82339516171
466,173355.23068433392
14965,88414.95984201293
11227,170064.34098317075
9894,287981.52049978694
11746,199558.28107290014
4118,148984.01669984707
756,331512.87161833496
15589,158145.90121279273
109,326035.957499616
5778,225636.93267235797
1731,91862.41515314046
3450,163385.70510007936
2961,211501.49848809972
222,175044.10149988878
11454,355603.834262577
7339,183281.68554263006
12096,104169.88356292472
14074,197305.32617845622
4058,242774.28044456406
6603,270007.8165585727
3289,124060.47608613221
16681,278126.60179506155
8200,302523.4575645641
3343,331652.69600659993
7802,177492.4406999087
2082,411174.4806034539
217,257290.58225004943
1720,178691.3043302794
7224,249038.02185325773
6176,141887.09111620166
12571,258610.14786362444
16666,293493.71655465243
8908,217948.19016033647
6914,191103.88227990418
5428,185506.4440304299
381,178590.03093610608
3991,174506.30185848955
16365,277610.3761455505
1046,217573.66477888107
391,154659.59827011722
9212,322504.73254944634
3022,180307.2978491259
9961,107502.99319089536
6764,251753.17930771376
7720,172185.7579021406
4809,214686.68564410313
8877,303089.15136861755
7817,179698.59572780467
10614,107397.20340621799
5553,255096.4562119431
16488,124467.21764676532
11002,175402.55939146067
13592,265328.587775588
15050,231651.90229869887
13553,233924.0934601659
9041,207510.00393731555
5461,426976.4105967231
16274,397075.29177898215
2138,139493.7459503315
6245,163869.77691683627
8245,188862.09253827936
6491,218725.8177320099
13218,192982.792075401
13101,103427.48999594523
10462,144586.52814624243
4079,194055.4224778125
1506,456985.96366109385
14107,127680.02064840375
12215,267134.22875563166
11576,329834.7798316826
10567,218464.43041641093
12713,212853.50272793227
1468,456072.5003163276
2549,259014.36197099538
4172,229457.3547037825
12380,212034.67271120488
3513,116805.12306962526
8165,255917.4560192
1127,204598.5349745347
14601,407481.2863072091
15526,303405.0952438186
986,291121.72798285546
14968,212680.82709498308
9348,192980.66860774974
6317,278003.9569178408
7497,96421.79181799636
5079,366315.6195383098
528,177981.53568018816
10964,161139.63336328126
5812,307739.6468319996
11022,210154.9201048973
16251,152352.87606496413
5863,117421.13880995849
8664,235332.14852108527
5396,208034.95516559388
6917,247929.14974204858
12776,127550.49703195019
473,237508.70709325798
13333,217325.22072795822
13023,188194.82246997987
7357,236912.64276213275
10955,404198.1022695012
11914,366009.69586316036
12535,170134.71391189034
11205,169361.3618206374
13209,191993.30780985774
16119,250286.4481333627
2174,224395.11764993143
4834,196790.92148905562
10151,179870.3379278546
5584,221569.67934027713
6672,209285.4180639012
12858,292765.1069067201
5106,169424.3929086543
8884,183192.68873612658
13766,181632.56698120586
12556,128240.02956857465
12910,223487.06886889294
6258,127680.02064840375
7100,215679.50428299623
1793,173774.79159923448
3335,180995.96678566572
12835,176155.60601239864
10591,169771.79769015303
15707,231755.57798940688
16389,165148.08241825542
7440,329912.73129498033
6293,181397.32115431028
3937,184105.3280556026
16527,194573.7198035561
5102,249995.25099671737
10734,354147.3645853969
7986,172584.02919634906
6495,93815.26556989981
9571,228959.41907283894
5131,198513.5627608492
10761,360738.07934010384
143,383822.1231217196
13829,173305.43065125414
13662,227868.3030679711
1771,155395.40285655853
5448,200339.19312348176
8594,182874.78050649946
12038,297956.8762312318
16471,168264.99423102807
16764,146192.7695450376
1282,176914.65548277716
15101,266473.5488805983
9473,153533.34787454258
2324,420885.29900386033
14448,219502.57756351336
6000,71666.75694386652
2077,131783.00594895813
12960,226074.2127891374
15837,202012.64333645732
8805,244913.38048038882
9987,239214.5990017569
1580,318590.9300920466
11089,127550.49703195019
10926,220393.452350334
12773,441667.55535532313
6490,258303.91718765613
10858,127894.36865649513
2831,127179.96408606575
16326,161532.88774632209
371,244825.33642349776
8852,211158.0884995567
6713,271986.9352564609
4230,177585.64963570752
3639,215180.12091117803
3642,190632.01472703007
5149,185108.15537983004
2861,201082.7343832559
13300,87121.6024548277
2807,385904.8663586282
5919,100137.54400053076
12716,486514.2815257957
4271,232810.77898325416
16055,252794.67908000987
3747,212746.11022131908
5857,273786.3397588154
6884,355990.99055173056
16027,286816.5081437973
3512,313574.54063514055
5181,178957.4176227277
16732,259808.69886688452
1908,182046.62031476502
12082,188965.25821923534
7286,146324.8728495534
8216,149082.76033769353
6929,324636.13586831634
3950,323585.99682267645
12479,164342.36621547633
877,128683.23847356066
1366,196741.4783464138
384,146517.60717223142
5767,198382.66517765296
6910,154236.2233106491
187,202801.2049521521
10164,265086.5960298215
8603,253759.20123465016
15834,139105.6310687793
3078,128918.0872516616
3479,253325.912294714
6671,225353.10676375666
6078,181523.70983923442
16271,170666.7450991067
16191,169176.23897064888
11544,172381.2407195386
7781,206964.63839662072
14918,322348.1794056386
6238,204863.46738786474
12989,199825.56545187876
11907,173138.608074201
9696,163259.89618206848
14084,353843.17705642985
3895,164465.370613649
4367,182195.2185082871
8453,66001.77366382805
7638,338412.52179821685
8373,219532.9472582284
4674,178458.85606868204
15787,147820.06961486035
5903,260439.32824923928
13679,196897.88241342353
9018,403419.1339199931
15823,247440.22688699723
13289,146564.25941265537
9896,189219.993102799
14436,198581.32155845684
5547,255620.15560804482
4048,412240.6625292062
16579,222827.05932637292
8550,197054.8284579217
9385,279050.8220616093
5242,158187.96610768867
31,206947.76984589698
6144,279361.34318757785
3990,202847.98213337117
2523,89573.86531450819
12608,272602.1102774122
7234,185651.8496244144
15264,205838.88641628769
9623,192571.4913800528
3161,325499.8718177621
7425,104221.14095394728
13021,251222.36216743634
4044,154791.670913152
15411,236135.36906166113
979,274033.8718497816
5514,234623.290338041
4817,172510.62652817223
2115,180729.7555487216
10571,268940.6113382222
8992,259765.2350664613
15546,174116.55473777556
11359,150359.9931555781
11972,181720.80409139
12838,168563.8357072936
5948,127550.49703195019
422,261307.34511857535
4855,173233.61472515957
16197,114571.02576772538
8926,402213.8373944936
5703,177905.38100362147
8848,214891.1246285556
7039,315688.5605519708
3806,155575.30482454982
15154,231173.21373245746
13132,177635.32710585967
7438,197338.9476278794
4398,225329.1178412462
2440,188411.0546259619
3751,161037.16984876242
1476,179554.47975588613
2264,273589.60809513426
16444,170222.48836817956
10704,182051.4365845029
4033,140815.7318236105
4508,124963.88117803934
16290,255134.99470058215
10387,205268.8627405006
5457,157342.99989703385
4910,274262.7679305364
7451,190590.75195789163
10732,154125.30820047596
8015,122508.86679882288
6148,179037.64553164973
5892,243538.3755629209
7825,209776.26451173145
6851,230832.45820807532
6633,202707.93991843553
2139,248929.1444918295
10213,288073.28577152715
2830,204291.06145495726
13907,128741.25367881666
15897,358111.00507949555
8311,175588.062757258
14230,202525.19085651875
3878,194605.87764469956
13732,184642.48553423712
12110,175007.54010889758
10675,379469.23387819214
12946,125428.02347248666
16754,214130.80862434354
4394,269095.3122686868
16728,173499.20569660835
14378,298142.7411578393
9949,174446.88904545695
994,173888.64112143748
13258,154215.9304366659
5883,381225.95341362694
6933,377164.2328990003
13193,227433.87364644726
13286,176684.8358305911
13407,412542.93817171507
7512,118117.29520295013
7221,196109.19984257632
14428,172695.2173958193
1740,190218.68931430485
3,151217.33808976292
12952,223053.67056597996
11537,128763.59367372184
2558,145773.49578176276
14081,279422.3523806335
3517,216471.40010233506
7149,232841.90587989133
15777,114286.30671193596
8995,231722.23986800492
826,419918.61040425114
509,263821.78054274304
14875,337439.5151293185
6591,163689.88604540087
11283,113633.40925857954
9897,237348.1879219841
14902,176059.14948326937
14291,181326.06643564493
3162,225543.0526220107
4206,193697.08095828618
11580,197024.5746049905
2007,219643.78362073493
14939,296112.5263906137
13572,293530.43431497505
10720,152634.59439272803
